grupo_geografico,latitud,longitud,total_individuos,fecha,anio,mes,especie,reino,filo,clase,orden,familia,genero
211,-3.77191,-79.81404,1,2015-10-14,2015,10,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
212,-3.7741136666666666,-79.61847666666667,3,2024-02-15,2024,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
213,-3.7779875,-79.720096,2,2014-01-08,2014,1,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
214,-3.780699,-79.90877,1,2003-04-12,2003,4,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
215,-3.7825365,-79.6657105,2,2020-02-23,2020,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
216,-3.784962,-79.622807,1,2019-04-26,2019,4,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
217,-3.785206,-79.644379,1,2021-09-04,2021,9,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
218,-3.786,-79.58599,1,1991-03-23,1991,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
219,-3.787019,-79.73547,1,2020-01-07,2020,1,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
220,-3.792116,-79.798652,1,2021-09-04,2021,9,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
221,-3.792238,-79.485099,1,2022-05-22,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
222,-3.795696,-79.779641,1,2023-02-28,2023,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
223,-3.795917,-79.757684,1,2019-11-25,2019,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
224,-3.80245,-80.336532,1,2023-02-01,2023,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
225,-3.804442,-79.420109,1,2016-02-13,2016,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
226,-3.812747,-80.07755,1,2025-03-15,2025,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
227,-3.829711111,-79.94683056,2,2000-11-01,2000,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
228,-3.832611,-80.365105,1,2018-06-13,2018,6,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
229,-3.849405,-79.611895,1,2023-10-06,2023,10,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
230,-3.857228,-79.287969,1,2015-07-30,2015,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
231,-3.857275,-80.114131,1,2021-09-01,2021,9,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
232,-3.86667,-80.08333,2,2008-01-11,2008,1,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
233,-3.87379,-80.0382,3,2005-02-10,2005,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
234,-3.8793905000000004,-80.091815,3,2003-03-28,2003,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
235,-3.8800731479999997,-80.06707852000001,10,2005-02-07,2005,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
236,-3.883332,-80.07972,7,1985-04-12,1985,4,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
237,-3.887707,-80.30193,1,2023-11-28,2023,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
238,-3.892707,-80.07569,2,2011-07-06,2011,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
239,-3.89471,-80.02387,6,2014-06-17,2014,6,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
240,-3.908786,-80.245326,1,2018-01-05,2018,1,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
241,-3.91179,-80.02494,1,2012-04-21,2012,4,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
242,-3.917729,-80.05608,1,2023-10-07,2023,10,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
243,-3.927876,-80.260795,1,2018-06-12,2018,6,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
244,-3.929339,-80.156878,1,2023-07-07,2023,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
245,-3.939864,-80.211015,1,2024-07-24,2024,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
246,-3.941541,-80.097565,1,2015-12-01,2015,12,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
247,-3.944219,-80.009808,1,2013-02-18,2013,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
248,-3.944267,-80.234752,1,2018-06-13,2018,6,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
249,-3.94517,-80.293939,1,2018-06-12,2018,6,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
250,-3.951,-80.078,14,2003-05-03,2003,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
251,-3.953105,-79.915714,1,2023-02-25,2023,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
253,-3.984475,-80.13351,1,2023-06-06,2023,6,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
254,-3.994,-80.02,3,2010-02-28,2010,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
255,-3.994114,-80.396768,1,2018-06-13,2018,6,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
256,-3.99813,-80.3677,22,2012-06-05,2012,6,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
257,-4.00422,-80.18142,5,2008-12-27,2008,12,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
258,-4.009466,-79.298095,1,2016-02-13,2016,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
259,-4.0105995,-79.958495,2,2015-07-20,2015,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
260,-4.01294,-80.04386500000001,2,2003-03-27,2003,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
261,-4.015019,-80.01635,1,2001-03-22,2001,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
262,-4.018419333333333,-80.00419333333333,38,2010-02-23,2010,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
263,-4.032,-79.64425,1,2008-11-25,2008,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
264,-4.038029666666667,-79.84077666666667,11,2016-11-14,2016,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
265,-4.036986,-79.929392,1,2023-12-07,2023,12,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
266,-4.048310333333333,-79.81866166666667,6,2020-11-30,2020,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
267,-4.04831175,-79.648365,6,2001-03-20,2001,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
268,-4.05126,-79.97194,7,2010-02-24,2010,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
269,-4.05746,-80.39445,1,2014-03-16,2014,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
270,-4.074648,-79.86309,1,2021-02-14,2021,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
271,-4.076439,-80.08677,4,2004-02-18,2004,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
272,-4.105525,-80.026433,1,2022-08-13,2022,8,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
273,-4.107479,-80.09846,19,2010-02-25,2010,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
274,-4.112866,-80.2109,1,2025-01-04,2025,1,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
275,-4.11918,-80.40594,9,2001-04-30,2001,4,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
276,-4.125403,-79.977634,1,2024-12-11,2024,12,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
277,-4.131916,-80.40594,2,2001-03-27,2001,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
278,-4.133373,-79.278418,1,2001-01-01,2001,1,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
279,-4.170069,-79.90786,1,2016-02-13,2016,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
280,-4.170235,-80.379424,1,2020-03-13,2020,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
281,-4.18491,-80.31275,6,2016-11-11,2016,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
282,-4.18912,-80.11168,1,2010-02-25,2010,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
283,-4.195785,-79.60927,7,2023-12-13,2023,12,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
284,-4.205091,-79.909783,1,2021-09-21,2021,9,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
285,-4.208249,-80.16262,5,2010-02-25,2010,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
286,-4.209462,-79.88421,1,2007-03-28,2007,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
287,-4.213572,-79.974091,1,2022-05-29,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
288,-4.214519,-79.994118,1,2022-05-27,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
289,-4.218243,-79.943703,1,2023-08-11,2023,8,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
290,-4.22204,-79.60555,1,2023-12-14,2023,12,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
291,-4.231666000000001,-79.990897,2,2023-08-11,2023,8,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
292,-4.23845,-79.58519,3,2011-07-05,2011,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
293,-4.240518,-79.803952,1,2022-05-27,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
294,-4.242107,-79.885091,1,2023-08-13,2023,8,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
295,-4.261338,-80.360203,1,2019-12-30,2019,12,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
296,-4.263054500000001,-80.33652000000001,3,2016-11-12,2016,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
297,-4.264640166666667,-80.2585825,8,2020-03-12,2020,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
298,-4.266349,-79.902998,1,2023-04-09,2023,4,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
299,-4.271835,-80.32870249999999,17,2016-11-10,2016,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
300,-4.27991,-80.32613,2,2016-11-11,2016,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
301,-4.285648,-79.815319,1,2023-03-07,2023,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
302,-4.2869835,-80.255837,7,2021-07-14,2021,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
303,-4.290309,-80.26623,3,2010-03-21,2010,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
304,-4.290309,-80.23623,2,2010-03-03,2010,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
305,-4.297007,-79.40078,1,2003-04-27,2003,4,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
306,-4.304023,-80.282775,1,2019-12-30,2019,12,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
307,-4.312804,-79.924254,1,2023-10-25,2023,10,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
308,-4.316605,-79.665754,1,2023-03-07,2023,3,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
309,-4.324965,-79.836979,1,2021-11-28,2021,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
310,-4.328132,-79.945514,1,2023-08-10,2023,8,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
311,-4.33079,-80.22084,5,2010-02-25,2010,2,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
312,-4.331918,-79.885918,1,2022-05-27,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
313,-4.342482,-79.968131,1,2022-05-27,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
314,-4.345163,-79.867294,1,2023-11-24,2023,11,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
315,-4.347892,-79.880382,1,2022-05-28,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
316,-4.351926,-79.936345,1,2021-09-20,2021,9,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
317,-4.354982,-79.828357,1,2023-08-11,2023,8,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
318,-4.359342,-79.882707,1,2022-05-27,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
319,-4.366104,-80.269182,1,2019-07-04,2019,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
320,-4.366756,-79.924655,1,2022-05-27,2022,5,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
321,-4.376892,-80.29670633333335,10,2021-07-14,2021,7,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
322,-4.386363,-80.24253,1,2001-04-27,2001,4,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
323,-4.386561,-79.860621,1,2023-08-11,2023,8,anthonyi,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,
0,1.042,-79.28,3,1993-12-08,1993,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
1,1.04186,-78.62404,6,2009-10-03,2009,10,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
2,0.91296,-78.84066,1,1996-09-22,1996,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
3,0.9081,-78.998,1,1996-01-04,1996,1,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
4,0.899063,-79.527266,1,2017-09-09,2017,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
5,0.8801268520000001,-78.46423148000001,4,1984-09-09,1984,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
6,0.8668756666666667,-78.45021333333334,21,1984-09-12,1984,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
7,0.85402,-78.46358,1,2014-09-11,2014,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
8,0.8333,-78.4667,2,1984-09-12,1984,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
9,0.72096,-80.09117,5,2007-08-25,2007,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
10,0.7063595,-80.0904405,2,2020-07-25,2020,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
11,0.70425,-80.07254,2,2012-12-17,2012,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
12,0.69755,-80.09014,1,2012-12-16,2012,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
13,0.6895289,-78.95894,1,1996-11-15,1996,11,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
14,0.664032,-80.092928,1,2010-08-08,2010,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
15,0.661518,-79.53874,20,1993-01-07,1993,1,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
16,0.618186111,-79.85035278,9,1991-01-01,1991,1,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
17,0.6079166,-79.9505,1,2002-08-18,2002,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
18,0.5430928071428572,-79.14285785714286,26,2016-10-17,2016,10,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
19,0.5435299,-79.15594,1,2016-10-30,2016,10,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
20,0.53471,-79.14511333333333,3,2023-08-15,2023,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
21,0.53207,-79.20741,1,2004-09-03,2004,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
22,0.528746,-79.116699,2,2021-11-23,2021,11,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
23,0.50819,-79.14403,2,2016-10-27,2016,10,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
24,0.50041995,-79.137325,8,2016-10-25,2016,10,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
25,0.497525281,-79.10213349,1,2019-10-01,2019,10,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
26,0.3907833,-79.643125,3,2001-05-19,2001,5,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
27,0.384,-79.686,1,1996-07-25,1996,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
28,0.3833333,-79.63333,1,2001-05-19,2001,5,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
29,0.37299,-79.6652,2,2022-06-17,2022,6,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
30,0.3705366666666667,-79.73312666666668,4,2018-08-10,2018,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
31,0.36179,-79.71862999999999,3,2018-08-08,2018,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
32,0.3565064666,-79.70278646599999,6,2007-12-16,2007,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
33,0.3486642142857143,-79.71285478571428,26,2018-08-03,2018,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
34,0.34160133333333337,-79.71755666666667,5,2006-01-28,2006,1,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
35,0.342255,-79.735265,1,2016-07-21,2016,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
36,0.3323499,-79.46885,1,1998-10-31,1998,10,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
37,0.320626,-78.848841,1,2018-09-01,2018,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
38,0.2879999,-78.58,1,1989-06-23,1989,6,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
39,0.26699,-78.90385,1,2020-01-13,2020,1,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
40,0.259321,-78.85264,1,2010-04-25,2010,4,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
41,0.259307,-78.808504,1,2021-12-13,2021,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
42,0.256944,-79.053889,1,1989-12-30,1989,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
43,0.23479164175,-78.83395583250001,10,1984-12-01,1984,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
44,0.235033,-78.876041,1,2010-04-25,2010,4,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
45,0.217105556,-78.89249722,2,2010-04-01,2010,4,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
46,0.2074719,-78.68824,3,2009-05-06,2009,5,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
47,0.15225,-78.77968,5,2013-06-14,2013,6,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
48,0.14471666666666666,-79.14150033333334,3,2019-02-03,2019,2,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
49,0.131694,-79.0391,1,1996-07-23,1996,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
50,0.10706366666666667,-79.10168833333334,3,2017-06-15,2017,6,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
51,0.11046,-79.16589,5,2013-06-14,2013,6,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
52,0.096086,-78.9413715,4,2024-05-12,2024,5,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
53,0.0833379,-79.03942,1,1996-01-23,1996,1,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
54,0.076782,-78.666655,2,1962-07-30,1962,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
55,0.064597222,-79.09395,4,2010-02-01,2010,2,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
56,0.041766,-79.047095,1,2010-02-07,2010,2,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
57,0.035369444,-80.02227222,1,2009-07-01,2009,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
58,0.033734,-79.986013,1,2023-04-26,2023,4,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
59,0.0166,-78.8833,1,1978-05-31,1978,5,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
60,-0.081952,-79.69392,9,1989-12-31,1989,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
61,-0.085278,-79.703611,7,1989-12-31,1989,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
62,-0.086213,-79.2721225,4,2014-09-14,2014,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
63,-0.090978,-80.14719,1,2012-02-11,2012,2,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
64,-0.11153266666666667,-80.11972566666667,3,2019-01-05,2019,1,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
65,-0.11627799999999999,-80.12518,3,2017-06-06,2017,6,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
66,-0.224215,-78.97454,2,1989-07-03,1989,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
67,-0.229,-78.80599,1,1999-09-01,1999,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
68,-0.24083325,-79.260625,4,1950-09-29,1950,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
69,-0.241999,-79.037,3,2003-07-12,2003,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
70,-0.249,-79.04699,2,1989-12-29,1989,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
71,-0.251,-79.013825,4,1983-04-09,1983,4,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
72,-0.25,-79.15,3,1950-07-25,1950,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
73,-0.27779279445,-79.01815,42,1984-04-01,1984,4,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
74,-0.287875,-78.9772975,5,2023-06-30,2023,6,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
75,-0.290397,-79.061692,4,1962-08-11,1962,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
76,-0.3035002,-78.8672778,22,1971-07-05,1971,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
77,-0.3046666666666667,-78.88175633333333,5,1975-03-26,1975,3,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
78,-0.311792,-78.9966,1,1995-02-25,1995,2,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
79,-0.3153981923076923,-78.95348223076924,82,2010-09-04,2010,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
80,-0.315443,-78.93142,1,2011-07-07,2011,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
81,-0.3167,-78.9833,2,1982-11-02,1982,11,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
82,-0.32043350000000004,-78.95714000000001,6,2001-06-02,2001,6,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
83,-0.320309,-78.99347,27,2001-05-28,2001,5,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
84,-0.3269818,-78.948402,35,2006-01-13,2006,1,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
85,-0.331833,-78.93791,10,2001-05-19,2001,5,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
86,-0.365,-78.992,1,1998-07-24,1998,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
87,-0.366666,-78.96666,7,2000-11-17,2000,11,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
88,-0.373483,-79.656446,1,2024-11-15,2024,11,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
89,-0.3761428,-79.60566159999999,10,2020-12-09,2020,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
90,-0.378637,-78.97841,2,2006-02-02,2006,2,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
91,-0.383333,-78.96666,1,2011-07-03,2011,7,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
92,-0.3953855,-78.9828445,2,2010-11-06,2010,11,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
93,-0.416389,-78.798889,1,1984-10-01,1984,10,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
94,-0.419443,-79.00333,2,1999-12-01,1999,12,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
95,-0.69549,-79.04977,3,2010-11-06,2010,11,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
96,-0.702729,-79.05681,1,2007-08-18,2007,8,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
97,-0.8006545,-79.16090700000001,2,2020-09-13,2020,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
98,-0.8371056666666666,-79.20547233333333,3,2022-09-02,2022,9,awa,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
